x,y,z
7.187358464053997,0.5340982052736953,-4.27735629961432
7.025544518801395,0.536290535817769,-4.182846881313951
6.868007676515767,0.5287415915703112,-4.083084680767081
6.585496295551548,0.4638558728007971,-3.882211925020837
6.440462278441927,0.4322054539398982,-3.747368659973152
6.314902811454446,0.3991649805305297,-3.612531672377886
6.079035568432386,0.327250962035281,-3.376991165064995
5.94674925849321,0.2803337360550403,-3.235872254461664
5.820309207585839,0.2631606055338932,-3.081019749666377
5.683896998277355,0.2295085779763573,-2.944814826009829
5.393564781615419,0.125470732044514,-2.760179968562412
5.231674898097823,0.1220430538184384,-2.613554472883216
5.082540109963103,0.136426821334664,-2.526919474777216
4.918272283397101,0.154020918821461,-2.477802117631613
4.59530506137145,0.2232959842376538,-2.389730716866365
4.405952915879789,0.2094005708082455,-2.301024765084115
4.232685181983492,0.1534744979124767,-2.21387040165543
4.072438065481542,0.07160330581267382,-2.096510156347072
3.777482745116828,-0.09261851858193865,-1.824756903850732
3.648111915879206,-0.1649051298977819,-1.704327890741911
3.518175203337335,-0.2182344676761726,-1.587898445560016
3.282122696123537,-0.3199475097166679,-1.432157223170101
3.113279499762857,-0.4068647399734727,-1.30807782446122
2.969404401423928,-0.4780044638267908,-1.209957776778728
2.829097573642721,-0.5541905504568372,-1.114951068572063
2.596703801783441,-0.6982626269917036,-0.9513752628948344
2.435617367234855,-0.7931191100886273,-0.7970645055317895
2.310886304316321,-0.8680415794851729,-0.6676910432478707
2.094709104175275,-0.9141458061922336,-0.4415545574048307
1.947987125809281,-0.9544053351253965,-0.2682655219348993
1.849932938921341,-0.9630386810778853,-0.1104873134173054
1.765979891484747,-0.9770323700262336,0.05782829772588638
1.619530589689413,-0.9865168661800747,0.3228232889606177
1.468954696371412,-1.040936840280458,0.5068242561042675
1.340119923747429,-1.071496313027289,0.646529520085477
1.196209788032863,-1.093545688935845,0.787908011929777
0.9653703260294311,-1.078167956091718,0.9981102997545754
0.7989324727522336,-1.075282679185697,1.19348459605824
0.6721908401733288,-1.017671310265282,1.345653604303044
0.5547925803669109,-0.9418029760215127,1.489366058959456
0.3556523586703531,-0.7966374942570245,1.734937764040723
0.2148866387444048,-0.7729720210078299,1.976679641832497
0.1199748693047855,-0.7422769232133251,2.169466369274921
-0.02815917702842263,-0.69809499013566,2.493548962661278
-0.1911145294737189,-0.7169204355445744,2.758932928254713
-0.3256746331708937,-0.7314625468803295,2.963717506789718
-0.4463592858357872,-0.7608713989102716,3.185121357808891
-0.5962833579396669,-0.7751209352175994,3.528509490902722
-0.7344262190094346,-0.806466126980959,3.820227854084655
-0.8327228303257153,-0.8321428013995562,4.041576070017043
-0.9457562003879545,-0.8716527258934916,4.270294908662252
-1.140648730535752,-0.9009788357066026,4.631145146617589
-1.320724096468937,-0.9482789529020954,4.968850523542349
-1.453975061404749,-1.019286657495262,5.227928461774285
-1.649168013430812,-1.217043724092345,5.762382306975426
-1.808314940953001,-1.339734909176707,6.229305829893176
-1.925189572976311,-1.421624276254768,6.58252044772116
-2.036557478256894,-1.48385985857886,6.903884331701196
-2.180426672286444,-1.632590277385375,7.509020059511141
-2.301325089111625,-1.746629876854327,8.0556738588188
-2.364508727284685,-1.821381347734051,8.480614500014017
-2.397744737881228,-1.857891488718545,8.839408364486895
-2.434592313257389,-1.759933334235263,9.151114103372581
-2.524174001453984,-1.685522776048283,9.394619895101496
-2.572072649291857,-1.579614885808298,9.551353463976762
-2.546922090642699,-1.40528986184808,9.852348941790785
-2.506903206368195,-1.397407470887044,10.20084253992846
-2.419966410393256,-1.396648143997713,10.44861443181802
-2.379388188106133,-1.376690110967556,10.70084807771531
-2.289308452792571,-1.256023612785024,10.95697533931613
-2.24300114474056,-1.225116363023876,11.20666874073459
-2.129108952165883,-1.223134340090165,11.34945525663668
-1.975742240477262,-1.263331395288783,11.47815441809921
-1.600888661437153,-1.345578386630693,11.63529244705341
-1.412020344027978,-1.426373770200595,11.87364264386965
-1.18630897118646,-1.520288682272383,12.04547586098434
-0.6815389942564778,-1.642203540737708,12.42578456929394
-0.4628121699485188,-1.667227603761557,12.66009666781618
-0.2512334041957072,-1.71732726563788,12.91884748107378
-0.02401615271809909,-1.747444653288619,13.05943998980846
0.4723005405332543,-1.771934777856778,13.19316684014633
0.6873729230734238,-1.771221991386631,13.38280173118654
0.8705473191090807,-1.74734516090171,13.46780865116759
1.020898378088781,-1.689919377380047,13.50890981844001
1.425770945559606,-1.321669148992114,13.31415282966955
1.777407115816086,-1.089899773167632,13.22888844966515
2.193264302142079,-0.8517614659116921,13.08608383172665
3.318525616629817,-0.43735560133695,13.12641216664633
4.071053700104164,-0.1676306968590882,13.52995239945119
4.824998509076854,0.1100232108425123,14.08380376963846
5.443823305435817,0.3862698972194589,14.52562154190305
6.009644208935063,0.9452304582518809,15.07975927123249
6.087767873799971,1.172561645880079,15.29288717671643
6.122288697252605,1.355577522753303,15.42087426088651
6.166546235600654,1.520571759717193,15.55740825023381
6.292367761165412,1.801695311752159,15.8748365803912
6.348296646647629,1.9641930864184,16.14462059494227
6.369485503218714,2.094231921843752,16.33678499504311
6.352665725125835,2.205673144091397,16.4863499868702
6.254815062568838,2.341658212010487,16.64158268868018
6.17528231362572,2.409557309954414,16.79748436006357
6.078730046135068,2.436893612746536,16.92246322700521
5.862982862144024,2.411595620450557,17.16818311290195
5.768420490326477,2.404126243811192,17.39530949756895
5.678961058614984,2.359733454578389,17.55874850402869
5.59488849139588,2.305957539807104,17.72811013398224
5.444424485874256,2.151793124630346,18.02306153596265
5.404008769623511,2.102397900646504,18.28074456874747
5.360841860889705,2.030134075238842,18.48749255945002
5.332692212786952,1.953299215360335,18.69979520421015
5.295647010799154,1.795338632494242,19.0756354698864
5.300179303942267,1.758220262894659,19.37895543583725
5.29381855565029,1.706685219113672,19.62203147911809
5.264088286802778,1.598116323247351,20.07107804814613
5.259115123940937,1.597929200558144,20.41383592037736
5.235989516267079,1.577029204138787,20.69057058038232
5.208629589196269,1.561528763880178,20.97675494945082
5.114831932531892,1.512963656794769,21.49747331228761
5.082103813516763,1.54193461538503,21.87257781335557
5.028220317539446,1.538115541950248,22.18168056634556
4.974776665309136,1.544459284530459,22.49973728435424
4.845144789422841,1.532205019646793,23.08047752555389
4.807306935587683,1.58108347297102,23.47346347656639
4.750616446857313,1.599000272005376,23.80274435990101
4.617597151200652,1.617555906935159,24.38962328421694
4.577359435689418,1.684677810959925,24.77963828050553
4.512049200829551,1.728318755895025,25.0997836508205
4.446871396226539,1.772321208958868,25.41866040964971
4.377019101565082,1.816626284611301,25.72669740818158
4.237412906186211,1.920576691725494,26.34331498038214
4.158022085436603,1.970613816496702,26.64706201250538
4.078573108369339,2.025749829207346,26.93974550683603
3.879331806393102,2.090735400856225,27.4655599293744
3.806112764987496,2.178403773862602,27.78961245737628
3.707055537854648,2.229699637647336,28.06196764473664
3.483308487688902,2.295468547924975,28.53866234431431
3.374252594878056,2.346949010696766,28.79356011046921
3.289476871946729,2.430990543908961,29.08328513566737
3.184473527607123,2.482713580483983,29.31931644019779
2.959457041843974,2.539260207404436,29.73581196428062
2.87726313772311,2.618753566133403,29.99468943656193
2.771082984498122,2.66076764384909,30.20587409741096
2.674197680388382,2.702692377668073,30.41099138059034
2.457304493631934,2.749349189763919,30.77282233216705
2.381737597647247,2.832520349544072,30.99483963362668
2.283685241660862,2.878648403331346,31.17596191442345
2.185357900108462,2.92450830510091,31.35121445587134
1.99099387086429,2.994043634908925,31.66912281334787
1.922278986008854,3.088815895651719,31.86148263850664
1.842001714157952,3.157063261805451,32.01851830641306
1.680074317222886,3.272706803899994,32.30877323833735
1.623522585235028,3.391896071750371,32.48465100624716
1.561286238345275,3.486211533519029,32.63848693644375
1.498727386570522,3.589250071813088,32.79159561467497
1.373654765152114,3.787091659553312,33.07336823690375
1.333221302767916,3.940137454720419,33.24237278331253
1.283728553101207,4.077190527076567,33.3881527242295
1.238635149098428,4.222501244346889,33.53334851679968
1.140455515759434,4.52436019255473,33.79767001839949
1.105539859357323,4.726039431977053,33.9510644233028
1.068195466775007,4.912915201739994,34.08439852021094
0.9872219315216402,5.308538198261607,34.3225564524564
0.9624528078198207,5.543029310256091,34.44299122263757
0.9276247237430884,5.764818346618991,34.55030717057215
0.892098640996787,5.99865743051827,34.64747317634806
0.8223552060539312,6.479303574457347,34.81106146938191
0.7956526514672184,6.730070058176612,34.89213718726087
0.7620676459096565,6.979061444572755,34.94850637928552
0.7325548111258371,7.230626014416025,34.99470077915922
0.6688087341166575,7.705213094606418,35.05458524456521
0.6396605184643835,7.920227047792181,35.08617881249125
0.6072711601118801,8.125055122134587,35.09627106818849
0.5310578626366524,8.491066728000934,35.10553957081669
0.4912603891793221,8.594746639641494,35.0785507260874
0.4416615479171053,8.703099203083958,35.07071209802768
0.3864735709449096,8.808161977330855,35.07674984462977
0.2827172137021208,8.931438898811676,35.02427280396006
0.2214065933115528,8.929661868872426,34.99284695161785
0.1633107226702553,8.934219812995357,34.94674631184994
0.09970504195778496,8.918380194565803,34.89477073830755
-0.02207106364845934,8.867987857495928,34.78897866103444
-0.09545373542286484,8.778636035723951,34.71254292986922
-0.1667469163831772,8.706436773102643,34.63167904271066
-0.3105600438921865,8.556902295883047,34.46332335824169
-0.3880185292773852,8.449924501755966,34.36546049931101
-0.4777989612395661,8.306700691835859,34.24236136739329
-0.5618799844779971,8.184422241328672,34.13576293130237
-0.6992108818372111,7.946943799152287,33.91294805531204
-0.7888771265004992,7.768914368189488,33.76954881068009
-0.8608404660120872,7.617792965765209,33.63834576964057
-0.9333085126896963,7.457411230122903,33.50101318292899
-1.058915701268126,7.168033471365638,33.24742620065984
-1.14862992437814,6.978267353501442,33.08113104700647
-1.222875850054757,6.819420047674103,32.93852629920576
-1.292761845249324,6.665892783041517,32.79453381169672
-1.415729508844485,6.402726906825515,32.51992447367096
-1.500021723880454,6.242220406588531,32.33061235976797
-1.561855087082421,6.115091692353989,32.17172756964892
-1.662334826421643,5.926328466183565,31.87746680899697
-1.734920499413786,5.804545685288732,31.6729580120926
-1.788443990268767,5.718354399515872,31.50408119724124
-1.832682573009605,5.642475202112472,31.32908399573665
-1.90110692722894,5.519515056903215,31.01394167710907
-1.966796165594956,5.434184940903692,30.79167329893148
-2.007140938911698,5.376189654070609,30.61634811680273
-2.042903741793394,5.319121013502413,30.43968830895881
-2.09321895872043,5.22488245985682,30.13241415915888
-2.141716698042997,5.154480579896171,29.90163259094908
-2.168580513162699,5.106676559915315,29.71956975648867
-2.186006058479967,5.016999749430026,29.4068152461052
-2.221121350895913,4.956315112064805,29.17468908268102
-2.229243591921985,4.904047744927087,28.99184963004986
-2.237404566940413,4.857929570555158,28.80759134935499
-2.212088357752554,4.765306745382872,28.50220673569804
-2.223694965659117,4.708806967418425,28.26061217000946
-2.212670286697537,4.658773788411684,28.07544579032762
-2.192009291813015,4.610281364136511,27.88881294475952
-2.118518388906659,4.520072939783458,27.58116454677647
-2.105118651699287,4.477867745306541,27.32092050222509
-2.069397975302835,4.439603800158456,27.13363953323638
-1.947268922871368,4.364390830192997,26.82037598352079
-1.917614272101727,4.342336428592062,26.54891438256065
-1.856756085627699,4.313983324648007,26.36095239662707
