qx,qy,qz,qw,qtime,mx,my,mz,mtime,ax,ay,az,atime,gyrox,gyroy,gyroz,gyrotime,linax,linay,linaz
0.249049,-0.226077,0.708191,0.620750,1553,973,-2034,422,1320,1341,-28,1542,1591,5,-9,19,1553,-1,-61,-4
0.249063,-0.226101,0.708220,0.620702,1629,973,-2034,422,1320,1341,-28,1542,1629,2,-8,16,1629,-1,-61,-4
0.249068,-0.226115,0.708233,0.620681,1668,978,-2010,437,1633,1341,-28,1542,1668,1,-8,15,1668,-2,-61,-4
0.249069,-0.226126,0.708247,0.620659,1706,978,-2010,437,1633,1341,-28,1541,1706,0,-5,16,1706,-1,-61,-5
0.249068,-0.226138,0.708263,0.620638,1745,978,-2010,437,1633,1342,-28,1541,1783,0,-4,17,1745,-1,-62,-4
0.249061,-0.226159,0.708294,0.620598,1821,978,-2010,437,1633,1342,-28,1540,1821,-2,-2,17,1821,-1,-62,-5
0.249417,-0.226557,0.708177,0.620442,1860,978,-2010,437,1633,1342,-28,1540,1860,-2,0,18,1860,-2,-60,-5
0.249407,-0.226565,0.708195,0.620422,1898,978,-2010,437,1633,1342,-28,1540,1898,-1,0,18,1898,-2,-60,-6
0.249398,-0.226573,0.708213,0.620404,1937,973,-2010,422,1946,1342,-28,1539,1975,-1,1,17,1937,-2,-60,-6
0.249373,-0.226587,0.708246,0.620370,2013,973,-2010,422,1946,1342,-29,1539,2013,-3,4,17,2013,-2,-61,-6
0.249357,-0.226592,0.708264,0.620354,2052,973,-2010,422,1946,1342,-29,1539,2052,-3,5,17,2052,-2,-61,-6
0.249343,-0.226594,0.708283,0.620338,2090,973,-2010,422,1946,1342,-29,1538,2129,-1,5,16,2090,-1,-61,-6
0.249309,-0.226600,0.708321,0.620305,2167,973,-2010,422,1946,1342,-29,1538,2167,-3,7,18,2167,-1,-61,-6
0.249291,-0.226603,0.708340,0.620290,2205,973,-2010,422,1946,1342,-29,1538,2205,-3,7,16,2205,-1,-62,-7
0.249271,-0.226603,0.708359,0.620276,2244,987,-2025,403,2259,1342,-30,1538,2244,-2,9,16,2244,-1,-62,-7
0.249252,-0.226601,0.708379,0.620262,2282,987,-2025,403,2259,1342,-30,1538,2321,-1,10,16,2282,-1,-62,-7
0.249217,-0.226596,0.708417,0.620234,2359,987,-2025,403,2259,1342,-30,1537,2359,0,11,15,2359,-1,-62,-7
0.249197,-0.226589,0.708439,0.620220,2397,987,-2025,403,2259,1342,-31,1537,2397,0,12,16,2397,-1,-62,-7
0.249180,-0.226580,0.708460,0.620206,2436,987,-2025,403,2259,1342,-31,1537,2436,2,11,15,2436,-1,-63,-7
0.249162,-0.226572,0.708483,0.620190,2474,987,-2025,403,2259,1342,-31,1537,2513,2,12,17,2474,-1,-63,-7
0.249126,-0.226553,0.708528,0.620160,2551,987,-2025,403,2259,1342,-31,1537,2551,2,12,16,2551,0,-63,-7
0.249109,-0.226541,0.708551,0.620145,2589,963,-2029,417,2572,1342,-31,1537,2589,4,13,16,2589,0,-63,-7
0.249095,-0.226528,0.708574,0.620130,2628,963,-2029,417,2572,1342,-31,1537,2666,5,12,15,2628,0,-63,-7
0.249057,-0.226504,0.708620,0.620101,2705,963,-2029,417,2572,1342,-31,1537,2705,2,14,16,2705,0,-63,-7
0.249039,-0.226494,0.708641,0.620088,2743,963,-2029,417,2572,1342,-31,1537,2743,2,13,15,2743,-1,-63,-7
0.249015,-0.226483,0.708666,0.620073,2781,963,-2029,417,2572,1342,-31,1537,2781,1,16,17,2781,-1,-63,-7
0.248994,-0.226473,0.708688,0.620059,2820,963,-2029,417,2572,1342,-31,1538,2858,1,15,16,2820,-1,-63,-7
0.248946,-0.226458,0.708732,0.620034,2897,953,-2020,452,2885,1342,-31,1538,2897,-1,15,16,2897,-1,-63,-7
0.249286,-0.226857,0.708626,0.619872,2935,953,-2020,452,2885,1342,-31,1538,2935,-2,15,16,2935,-2,-61,-6
0.249256,-0.226853,0.708648,0.619860,2973,953,-2020,452,2885,1342,-31,1538,2973,-4,16,17,2973,-2,-61,-6
0.249226,-0.226850,0.708669,0.619849,3012,953,-2020,452,2885,1342,-31,1538,3050,-5,16,16,3012,-2,-62,-6
0.249160,-0.226851,0.708710,0.619829,3089,953,-2020,452,2885,1342,-31,1538,3089,-9,16,18,3089,-2,-61,-6
0.249125,-0.226851,0.708732,0.619818,3127,953,-2020,452,2885,1342,-31,1538,3127,-8,17,18,3127,-2,-62,-6
0.249091,-0.226852,0.708753,0.619808,3165,978,-2025,432,3198,1342,-31,1538,3165,-8,16,17,3165,-2,-62,-6
0.249057,-0.226853,0.708774,0.619797,3204,978,-2025,432,3198,1342,-31,1539,3242,-9,14,15,3242,-2,-61,-6
0.248993,-0.226857,0.708812,0.619778,3281,978,-2025,432,3198,1342,-31,1539,3281,-8,16,16,3281,-2,-62,-6
0.248961,-0.226857,0.708831,0.619768,3319,978,-2025,432,3198,1342,-31,1539,3319,-8,15,16,3319,-2,-61,-5
0.248930,-0.226856,0.708852,0.619758,3357,978,-2025,432,3198,1342,-32,1539,3396,-7,15,16,3357,-2,-62,-5
0.248872,-0.226858,0.708890,0.619737,3434,978,-2025,432,3198,1342,-32,1540,3434,-7,14,16,3434,-1,-61,-5
0.248846,-0.226857,0.708908,0.619726,3473,978,-2025,432,3198,1342,-33,1540,3473,-5,13,15,3473,-1,-62,-5
0.248822,-0.226853,0.708928,0.619715,3511,997,-2029,398,3511,1342,-33,1540,3511,-2,13,15,3511,0,-61,-4
0.248803,-0.226849,0.708944,0.619706,3549,997,-2029,398,3511,1342,-34,1541,3588,-1,11,12,3549,0,-61,-4
0.248771,-0.226837,0.708974,0.619689,3626,997,-2029,398,3511,1342,-35,1541,3626,0,10,10,3626,0,-61,-4
0.248759,-0.226829,0.708988,0.619680,3665,997,-2029,398,3511,1342,-35,1541,3665,2,9,9,3665,1,-61,-4
0.248751,-0.226820,0.709000,0.619673,3703,997,-2029,398,3511,1342,-36,1542,3703,3,7,7,3703,1,-60,-3
0.248745,-0.226809,0.709012,0.619666,3741,997,-2029,398,3511,1342,-37,1543,3780,5,7,7,3741,2,-60,-3
0.248746,-0.226785,0.709031,0.619653,3818,997,-2029,398,3511,1342,-37,1543,3818,8,4,3,3818,3,-60,-2
0.248754,-0.226771,0.709036,0.619649,3857,987,-2029,403,3824,1342,-38,1543,3857,10,2,1,3857,4,-60,-2
0.248764,-0.226754,0.709043,0.619643,3895,987,-2029,403,3824,1342,-39,1544,3933,13,2,1,3895,5,-60,-2
0.248793,-0.226719,0.709051,0.619635,3972,987,-2029,403,3824,1342,-39,1545,3972,15,0,-2,3972,5,-59,-1
0.249136,-0.227102,0.708960,0.619461,4010,987,-2029,403,3824,1342,-40,1545,4010,17,-1,-3,4010,6,-58,-1
0.249158,-0.227080,0.708962,0.619458,4049,987,-2029,403,3824,1342,-40,1545,4049,19,-1,-4,4049,6,-57,0
0.249185,-0.227058,0.708963,0.619455,4087,987,-2029,403,3824,1342,-41,1545,4125,20,-3,-5,4087,7,-57,-1
0.249246,-0.227012,0.708961,0.619449,4164,963,-2020,403,4137,1342,-41,1546,4164,22,-5,-8,4164,7,-57,0
0.249279,-0.226988,0.708957,0.619449,4202,963,-2020,403,4137,1342,-42,1546,4202,23,-5,-9,4202,8,-57,0
0.249315,-0.226964,0.708953,0.619448,4241,963,-2020,403,4137,1342,-42,1546,4241,24,-7,-10,4241,9,-57,0
0.249353,-0.226940,0.708947,0.619448,4279,963,-2020,403,4137,1342,-42,1547,4317,24,-8,-11,4279,9,-57,0
0.249435,-0.226893,0.708933,0.619448,4356,963,-2020,403,4137,1342,-43,1547,4356,25,-9,-12,4356,10,-56,1
0.249479,-0.226869,0.708925,0.619448,4394,963,-2020,403,4137,1342,-43,1548,4394,25,-11,-13,4394,10,-56,1
0.249526,-0.226843,0.708917,0.619448,4433,963,-2029,393,4450,1342,-43,1548,4471,28,-12,-14,4433,11,-55,1
0.249629,-0.226793,0.708896,0.619449,4509,963,-2029,393,4450,1342,-43,1548,4509,30,-15,-15,4509,11,-55,1
0.249680,-0.226768,0.708886,0.619449,4548,963,-2029,393,4450,1343,-43,1548,4548,29,-14,-14,4548,12,-56,1
0.249732,-0.226742,0.708878,0.619447,4586,963,-2029,393,4450,1343,-43,1548,4586,31,-14,-14,4586,11,-56,1
0.249785,-0.226716,0.708868,0.619446,4625,963,-2029,393,4450,1343,-43,1548,4663,31,-15,-14,4625,11,-56,1
0.249890,-0.226662,0.708850,0.619444,4701,963,-2029,393,4450,1343,-42,1547,4701,30,-14,-14,4701,11,-56,1
0.249940,-0.226637,0.708842,0.619443,4740,968,-2044,398,4764,1343,-42,1547,4740,29,-14,-14,4740,11,-57,1
0.249989,-0.226612,0.708832,0.619443,4778,968,-2044,398,4764,1344,-42,1547,4778,28,-13,-14,4778,11,-57,1
0.250038,-0.226587,0.708823,0.619444,4817,968,-2044,398,4764,1344,-42,1546,4855,28,-13,-14,4817,11,-57,0
0.250128,-0.226539,0.708808,0.619442,4893,968,-2044,398,4764,1344,-41,1546,4893,26,-11,-12,4893,11,-58,0
0.250170,-0.226516,0.708801,0.619440,4932,968,-2044,398,4764,1344,-41,1546,4932,25,-10,-11,4932,11,-58,0
0.250209,-0.226494,0.708796,0.619439,4970,968,-2044,398,4764,1345,-40,1545,5008,24,-9,-10,4970,10,-58,0
0.250280,-0.226454,0.708784,0.619438,5047,968,-2044,398,4764,1345,-40,1544,5047,20,-8,-10,5047,10,-59,0
0.250551,-0.226867,0.708775,0.619187,5085,973,-2044,407,5077,1345,-40,1544,5085,20,-8,-8,5085,9,-57,0
0.250583,-0.226846,0.708771,0.619187,5124,973,-2044,407,5077,1345,-39,1543,5124,20,-6,-9,5124,9,-58,0
0.250609,-0.226827,0.708767,0.619188,5162,973,-2044,407,5077,1346,-39,1542,5200,17,-4,-8,5162,9,-58,0
0.250656,-0.226795,0.708760,0.619189,5239,973,-2044,407,5077,1346,-38,1542,5239,14,-4,-6,5239,8,-58,0
0.250675,-0.226782,0.708757,0.619190,5277,973,-2044,407,5077,1346,-38,1542,5277,12,-3,-6,5277,8,-59,-1
0.250689,-0.226770,0.708756,0.619190,5316,973,-2044,407,5077,1346,-38,1541,5316,10,-1,-4,5316,7,-59,-1
0.250704,-0.226758,0.708754,0.619190,5354,973,-2020,412,5390,1346,-37,1541,5392,10,-2,-4,5354,7,-59,-1
0.250725,-0.226742,0.708751,0.619191,5431,973,-2020,412,5390,1346,-36,1540,5431,7,-1,-3,5431,6,-60,-1
0.250729,-0.226737,0.708751,0.619191,5469,973,-2020,412,5390,1347,-36,1540,5469,3,0,-1,5469,5,-60,-2
0.250732,-0.226731,0.708752,0.619191,5508,973,-2020,412,5390,1347,-35,1540,5508,3,0,0,5508,5,-61,-2
0.250734,-0.226729,0.708753,0.619190,5546,973,-2020,412,5390,1347,-35,1539,5584,2,0,0,5546,5,-60,-2
0.250727,-0.226728,0.708755,0.619191,5623,973,-2020,412,5390,1347,-34,1539,5623,-2,2,1,5623,4,-61,-2
0.250721,-0.226730,0.708757,0.619190,5661,973,-2020,412,5390,1347,-34,1539,5661,-2,2,2,5661,4,-61,-2
0.250714,-0.226732,0.708758,0.619190,5700,963,-2025,422,5703,1347,-34,1538,5738,-3,2,1,5700,4,-61,-3
0.250699,-0.226738,0.708762,0.619191,5776,963,-2025,422,5703,1348,-34,1538,5776,-4,2,2,5776,3,-62,-2
0.250688,-0.226743,0.708763,0.619191,5815,963,-2025,422,5703,1348,-33,1538,5815,-6,3,2,5815,3,-62,-3
0.250675,-0.226747,0.708766,0.619192,5853,963,-2025,422,5703,1348,-33,1538,5853,-6,4,3,5853,3,-62,-3
0.250664,-0.226751,0.708768,0.619192,5892,963,-2025,422,5703,1348,-33,1538,5930,-5,3,2,5892,3,-62,-3
0.250651,-0.226755,0.708772,0.619192,5930,963,-2025,422,5703,1348,-33,1537,5968,-5,4,3,5968,3,-63,-3
0.250626,-0.226760,0.708780,0.619191,6007,963,-2020,417,6016,1348,-33,1537,6007,-4,5,3,6007,3,-63,-3
0.250615,-0.226763,0.708783,0.619191,6045,963,-2020,417,6016,1348,-34,1537,6045,-5,4,2,6045,3,-63,-3
0.250606,-0.226763,0.708785,0.619192,6083,963,-2020,417,6016,1348,-34,1537,6122,-3,4,2,6083,3,-63,-3
0.250911,-0.227175,0.708707,0.619007,6160,963,-2020,417,6016,1348,-34,1537,6160,-3,4,2,6160,3,-61,-3
0.250902,-0.227174,0.708711,0.619006,6199,963,-2020,417,6016,1348,-34,1537,6199,-2,4,3,6199,3,-61,-3
0.250892,-0.227173,0.708715,0.619006,6237,963,-2020,417,6016,1348,-34,1537,6275,-2,5,3,6237,3,-61,-3
0.250880,-0.227168,0.708723,0.619004,6314,963,-2020,417,6016,1348,-34,1537,6314,0,4,2,6314,3,-61,-3
0.250874,-0.227164,0.708726,0.619003,6352,953,-2025,412,6329,1348,-34,1537,6352,0,4,1,6352,3,-61,-2
0.250872,-0.227160,0.708728,0.619004,6391,953,-2025,412,6329,1349,-34,1537,6391,1,3,0,6391,3,-61,-2
0.250868,-0.227156,0.708731,0.619004,6429,953,-2025,412,6329,1349,-34,1537,6467,0,3,0,6429,3,-61,-2
0.250863,-0.227149,0.708732,0.619007,6506,953,-2025,412,6329,1349,-35,1537,6506,0,2,0,6506,4,-61,-2
0.250858,-0.227146,0.708733,0.619009,6544,953,-2025,412,6329,1349,-35,1537,6544,0,3,0,6544,4,-61,-2
0.250855,-0.227143,0.708733,0.619012,6583,953,-2025,412,6329,1349,-35,1538,6583,0,2,-1,6583,4,-62,-2
0.250853,-0.227140,0.708732,0.619014,6621,958,-2029,388,6642,1349,-35,1538,6659,0,2,-1,6621,4,-62,-2
0.250854,-0.227136,0.708728,0.619020,6698,958,-2029,388,6642,1349,-35,1538,6698,1,0,-3,6698,4,-61,-1
0.250854,-0.227132,0.708727,0.619023,6736,958,-2029,388,6642,1349,-35,1538,6736,0,1,-2,6736,4,-61,-1
0.250855,-0.227129,0.708725,0.619026,6774,958,-2029,388,6642,1349,-35,1538,6813,1,0,-2,6774,4,-61,-1
0.250859,-0.227124,0.708721,0.619030,6851,958,-2029,388,6642,1349,-35,1538,6851,1,0,-2,6851,4,-61,-1
0.250864,-0.227121,0.708720,0.619032,6890,958,-2029,388,6642,1349,-35,1538,6890,2,0,-2,6890,4,-61,-1
0.250868,-0.227116,0.708718,0.619034,6928,978,-2005,393,6955,1349,-35,1538,6928,3,0,-3,6928,4,-61,-1
0.250874,-0.227110,0.708716,0.619036,6966,978,-2005,393,6955,1349,-35,1539,7005,4,0,-3,6966,4,-61,-1
0.250892,-0.227094,0.708711,0.619040,7043,978,-2005,393,6955,1349,-35,1539,7043,6,0,-3,7043,4,-61,-1
0.250900,-0.227085,0.708709,0.619043,7082,978,-2005,393,6955,1349,-35,1539,7082,6,0,-4,7082,5,-61,-1
0.250909,-0.227073,0.708708,0.619044,7120,978,-2005,393,6955,1349,-35,1539,7120,8,0,-3,7120,5,-61,-1
0.250919,-0.227063,0.708706,0.619046,7158,978,-2005,393,6955,1349,-35,1538,7197,8,0,-4,7158,5,-61,-1
0.251241,-0.227450,0.708633,0.618857,7235,978,-2005,393,6955,1349,-35,1538,7235,8,0,-3,7235,4,-59,-1
0.251248,-0.227436,0.708634,0.618858,7274,983,-2015,403,7268,1349,-35,1538,7274,8,2,-3,7274,4,-59,-1
0.251258,-0.227423,0.708633,0.618859,7312,983,-2015,403,7268,1350,-34,1538,7350,9,1,-4,7312,4,-60,-1
0.251266,-0.227408,0.708635,0.618860,7350,983,-2015,403,7268,1350,-34,1538,7389,8,2,-2,7389,4,-60,-1
0.251280,-0.227384,0.708638,0.618860,7427,983,-2015,403,7268,1350,-34,1538,7427,8,1,-2,7427,3,-60,-1
0.251282,-0.227374,0.708641,0.618858,7466,983,-2015,403,7268,1350,-34,1538,7466,5,3,0,7466,3,-60,-1
0.251281,-0.227363,0.708646,0.618857,7504,983,-2015,403,7268,1350,-33,1538,7542,5,5,0,7504,2,-60,-1
0.251278,-0.227346,0.708653,0.618857,7581,983,-2015,403,7268,1350,-33,1538,7581,2,4,0,7581,2,-60,-1
0.251274,-0.227341,0.708657,0.618857,7619,963,-2034,407,7581,1350,-32,1537,7619,1,4,0,7619,2,-60,-2
0.251266,-0.227335,0.708661,0.618857,7657,963,-2034,407,7581,1350,-32,1537,7657,0,6,1,7657,1,-60,-2
0.251254,-0.227333,0.708666,0.618857,7696,963,-2034,407,7581,1350,-32,1537,7734,-2,7,2,7696,1,-60,-2
0.251230,-0.227330,0.708675,0.618857,7773,963,-2034,407,7581,1350,-31,1537,7773,-3,6,4,7773,1,-60,-2
0.251214,-0.227331,0.708682,0.618856,7811,963,-2034,407,7581,1350,-31,1537,7811,-5,7,5,7811,0,-60,-2
0.251198,-0.227332,0.708688,0.618854,7849,963,-2034,407,7581,1350,-31,1537,7849,-5,7,5,7849,0,-60,-2
0.251182,-0.227335,0.708695,0.618852,7888,968,-2034,422,7894,1350,-31,1537,7926,-6,6,6,7888,0,-60,-2
0.251152,-0.227338,0.708708,0.618849,7965,968,-2034,422,7894,1349,-31,1537,7965,-5,7,6,7965,0,-60,-2
0.251135,-0.227340,0.708715,0.618847,8003,968,-2034,422,7894,1349,-31,1537,8003,-6,7,6,8003,0,-60,-2
0.251120,-0.227342,0.708722,0.618844,8041,968,-2034,422,7894,1349,-31,1538,8080,-5,6,6,8041,0,-60,-2
0.251107,-0.227343,0.708729,0.618840,8080,968,-2034,422,7894,1349,-31,1538,8118,-4,6,6,8080,0,-60,-2
0.251079,-0.227349,0.708745,0.618832,8157,968,-2034,422,7894,1349,-31,1538,8157,-4,5,7,8157,0,-59,-2
0.251065,-0.227352,0.708753,0.618827,8195,983,-2010,422,8207,1349,-31,1538,8195,-4,5,7,8195,0,-59,-1
0.251052,-0.227355,0.708760,0.618823,8233,983,-2010,422,8207,1349,-31,1539,8272,-4,5,6,8233,0,-59,-1
0.251041,-0.227357,0.708767,0.618819,8272,983,-2010,422,8207,1349,-31,1539,8310,-3,2,6,8310,0,-57,-1
0.251348,-0.227738,0.708673,0.618662,8349,983,-2010,422,8207,1349,-31,1539,8349,-3,3,6,8349,0,-56,-1
0.251339,-0.227743,0.708679,0.618657,8387,983,-2010,422,8207,1348,-31,1540,8387,-3,2,6,8387,0,-56,-1
0.251327,-0.227746,0.708686,0.618652,8425,983,-2010,422,8207,1348,-31,1540,8464,-4,4,6,8425,0,-55,0
0.251311,-0.227758,0.708695,0.618644,8502,983,-2010,422,8207,1348,-31,1540,8502,-3,1,5,8502,0,-55,0
0.251305,-0.227764,0.708698,0.618641,8540,958,-2010,417,8520,1348,-31,1540,8540,-3,0,4,8540,0,-55,0
0.251301,-0.227769,0.708699,0.618639,8579,958,-2010,417,8520,1348,-32,1541,8617,-3,0,2,8579,0,-55,0
0.251297,-0.227780,0.708701,0.618635,8656,958,-2010,417,8520,1348,-32,1541,8656,-2,-1,1,8656,1,-55,0
0.251298,-0.227785,0.708701,0.618632,8694,958,-2010,417,8520,1348,-32,1541,8694,-1,-2,2,8694,1,-54,0
0.251299,-0.227788,0.708702,0.618630,8732,958,-2010,417,8520,1348,-33,1542,8732,0,-2,1,8732,1,-54,0
0.251304,-0.227790,0.708702,0.618628,8771,958,-2010,417,8520,1347,-33,1542,8809,1,-3,0,8771,2,-54,0
0.251322,-0.227792,0.708698,0.618624,8848,963,-2025,407,8832,1347,-34,1542,8848,3,-5,-1,8848,2,-54,0
0.251337,-0.227789,0.708695,0.618622,8886,963,-2025,407,8832,1347,-34,1543,8886,7,-6,-2,8886,3,-53,0
0.251353,-0.227784,0.708694,0.618619,8924,963,-2025,407,8832,1347,-34,1543,8924,8,-5,-2,8924,3,-53,0
0.251373,-0.227779,0.708692,0.618615,8963,963,-2025,407,8832,1347,-35,1543,9001,10,-7,-2,8963,4,-53,0
0.251417,-0.227766,0.708689,0.618605,9040,963,-2025,407,8832,1347,-35,1543,9040,12,-8,-2,9040,4,-53,0
0.251442,-0.227757,0.708689,0.618598,9078,963,-2025,407,8832,1347,-35,1543,9078,14,-8,-2,9078,5,-52,0
0.251468,-0.227748,0.708687,0.618593,9116,978,-2029,422,9145,1347,-36,1543,9155,14,-9,-3,9116,5,-53,0
0.251496,-0.227737,0.708686,0.618588,9155,978,-2029,422,9145,1347,-36,1543,9193,16,-9,-3,9155,5,-52,0
0.251556,-0.227711,0.708680,0.618580,9232,978,-2029,422,9145,1347,-36,1543,9232,17,-9,-5,9232,6,-52,0
0.251587,-0.227697,0.708677,0.618575,9270,978,-2029,422,9145,1347,-36,1543,9270,18,-9,-5,9270,6,-52,0
0.251619,-0.227682,0.708674,0.618571,9308,978,-2029,422,9145,1346,-37,1543,9347,19,-9,-6,9308,7,-52,0
0.251931,-0.228004,0.708615,0.618393,9385,978,-2029,422,9145,1346,-37,1543,9385,19,-7,-6,9385,7,-50,0
0.251962,-0.227988,0.708611,0.618390,9423,978,-2029,422,9145,1346,-37,1543,9423,19,-8,-6,9423,7,-50,0
0.251993,-0.227970,0.708609,0.618387,9462,987,-2005,432,9458,1346,-37,1543,9462,19,-7,-6,9462,7,-51,0
0.252028,-0.227952,0.708605,0.618384,9500,987,-2005,432,9458,1346,-37,1542,9539,21,-9,-8,9500,7,-51,0
0.252090,-0.227914,0.708600,0.618379,9577,987,-2005,432,9458,1346,-37,1542,9577,20,-6,-6,9577,7,-51,0
0.252120,-0.227894,0.708598,0.618376,9615,987,-2005,432,9458,1347,-37,1542,9615,20,-6,-6,9615,8,-51,0
0.252150,-0.227875,0.708597,0.618372,9654,987,-2005,432,9458,1347,-37,1542,9654,20,-6,-6,9654,7,-51,0
0.252177,-0.227856,0.708597,0.618369,9692,987,-2005,432,9458,1347,-36,1542,9731,19,-4,-5,9692,7,-51,0
0.252235,-0.227814,0.708596,0.618361,9769,987,-2000,427,9771,1347,-36,1542,9769,20,-4,-5,9769,8,-51,0
0.252263,-0.227793,0.708595,0.618359,9807,987,-2000,427,9771,1347,-36,1542,9807,20,-4,-6,9807,8,-51,0
0.252289,-0.227774,0.708594,0.618356,9846,987,-2000,427,9771,1347,-36,1542,9884,19,-4,-6,9846,8,-51,0
0.252344,-0.227736,0.708591,0.618351,9923,987,-2000,427,9771,1347,-36,1542,9923,19,-5,-6,9923,8,-51,0
0.252369,-0.227718,0.708590,0.618349,9961,987,-2000,427,9771,1347,-36,1542,9961,18,-4,-6,9961,8,-51,0
0.252394,-0.227701,0.708589,0.618346,9999,987,-2000,427,9771,1347,-36,1542,9999,17,-4,-5,9999,8,-51,0
0.252419,-0.227684,0.708588,0.618343,10038,987,-2000,427,9771,1347,-36,1541,10076,17,-4,-5,10038,8,-51,0
0.252470,-0.227648,0.708586,0.618338,10115,968,-2020,417,10084,1347,-36,1541,10115,18,-4,-6,10115,8,-51,0
0.252495,-0.227631,0.708585,0.618336,10153,968,-2020,417,10084,1347,-36,1541,10153,17,-4,-5,10153,8,-51,0
0.252518,-0.227615,0.708585,0.618332,10191,968,-2020,417,10084,1347,-35,1542,10191,16,-4,-4,10191,8,-51,0
0.252541,-0.227600,0.708584,0.618329,10230,968,-2020,417,10084,1346,-35,1541,10268,16,-4,-4,10230,8,-51,-1
0.252585,-0.227571,0.708585,0.618320,10307,968,-2020,417,10084,1346,-35,1541,10307,15,-3,-2,10307,8,-51,-1
0.252608,-0.227557,0.708585,0.618316,10345,968,-2020,417,10084,1346,-35,1541,10345,15,-5,-3,10345,8,-51,-1
0.252630,-0.227541,0.708587,0.618311,10383,973,-2020,398,10397,1346,-35,1541,10422,16,-3,-2,10383,8,-51,-1
0.252654,-0.227525,0.708587,0.618307,10422,973,-2020,398,10397,1346,-35,1541,10460,17,-4,-3,10422,8,-49,-1
0.252926,-0.227853,0.708552,0.618114,10499,973,-2020,398,10397,1346,-35,1541,10499,15,-4,-4,10499,8,-49,-1
0.252949,-0.227839,0.708552,0.618111,10537,973,-2020,398,10397,1346,-35,1541,10537,15,-4,-4,10537,8,-49,-1
0.252971,-0.227826,0.708551,0.618107,10575,973,-2020,398,10397,1346,-35,1541,10614,14,-5,-4,10575,8,-49,-1
0.253015,-0.227801,0.708550,0.618100,10652,973,-2020,398,10397,1346,-35,1541,10652,14,-6,-4,10652,8,-49,-1
0.253036,-0.227790,0.708548,0.618097,10691,983,-2005,398,10710,1346,-35,1541,10691,13,-5,-4,10691,8,-49,-1
0.253060,-0.227778,0.708546,0.618095,10729,983,-2005,398,10710,1346,-35,1541,10729,14,-6,-4,10729,8,-48,0
0.253084,-0.227768,0.708542,0.618093,10767,983,-2005,398,10710,1346,-35,1542,10806,13,-7,-5,10767,8,-48,0
0.253138,-0.227746,0.708534,0.618088,10844,983,-2005,398,10710,1346,-35,1542,10844,16,-10,-6,10844,9,-48,0
0.253168,-0.227736,0.708529,0.618085,10883,983,-2005,398,10710,1346,-35,1542,10883,15,-10,-6,10883,9,-48,0
0.253198,-0.227724,0.708525,0.618082,10921,983,-2005,398,10710,1346,-35,1542,10959,16,-9,-6,10921,9,-48,0
0.253265,-0.227696,0.708514,0.618077,10998,983,-2005,398,10710,1346,-36,1543,10998,19,-11,-8,10998,10,-47,0
0.253305,-0.227679,0.708508,0.618074,11036,978,-2010,403,11023,1346,-36,1543,11036,22,-12,-9,11036,11,-47,0
0.253349,-0.227660,0.708500,0.618072,11074,978,-2010,403,11023,1346,-36,1543,11074,24,-13,-10,11074,11,-47,0
0.253394,-0.227641,0.708494,0.618068,11113,978,-2010,403,11023,1346,-36,1543,11151,25,-14,-10,11113,11,-47,0
0.253488,-0.227601,0.708477,0.618063,11190,978,-2010,403,11023,1346,-36,1543,11190,26,-15,-12,11190,12,-47,0
0.253540,-0.227580,0.708468,0.618060,11228,978,-2010,403,11023,1347,-36,1544,11228,28,-16,-12,11228,12,-47,1
0.253591,-0.227560,0.708460,0.618055,11266,978,-2010,403,11023,1347,-36,1544,11266,28,-16,-11,11266,12,-47,1
0.253642,-0.227541,0.708451,0.618052,11305,968,-2020,393,11336,1347,-36,1544,11343,27,-16,-12,11305,12,-47,1
0.253750,-0.227501,0.708429,0.618047,11382,968,-2020,393,11336,1347,-36,1544,11382,28,-18,-14,11382,13,-47,1
0.253804,-0.227481,0.708418,0.618045,11420,968,-2020,393,11336,1347,-36,1544,11420,28,-18,-14,11420,12,-47,1
0.253857,-0.227461,0.708408,0.618043,11458,968,-2020,393,11336,1347,-36,1544,11497,28,-17,-13,11458,13,-46,1
0.253909,-0.227442,0.708397,0.618041,11497,968,-2020,393,11336,1347,-35,1544,11535,27,-18,-13,11535,12,-45,1
0.254187,-0.227758,0.708377,0.617833,11574,968,-2020,393,11336,1348,-35,1543,11574,25,-18,-13,11574,12,-45,1
0.254241,-0.227740,0.708366,0.617830,11612,968,-2020,393,11336,1348,-35,1543,11612,27,-18,-13,11612,11,-45,1
0.254291,-0.227722,0.708355,0.617828,11650,943,-2015,398,11649,1348,-34,1543,11689,26,-17,-13,11650,11,-46,1
0.254391,-0.227685,0.708332,0.617827,11727,943,-2015,398,11649,1348,-34,1543,11727,26,-16,-13,11727,11,-45,1
0.254439,-0.227667,0.708323,0.617825,11766,943,-2015,398,11649,1349,-34,1542,11766,25,-16,-12,11766,11,-46,0
0.254484,-0.227651,0.708313,0.617823,11804,943,-2015,398,11649,1349,-33,1542,11804,23,-15,-12,11804,11,-46,0
0.254528,-0.227635,0.708303,0.617823,11842,943,-2015,398,11649,1349,-33,1541,11881,22,-14,-12,11842,11,-47,0
0.254605,-0.227605,0.708288,0.617820,11919,943,-2015,398,11649,1349,-32,1541,11919,20,-12,-10,11919,10,-47,0
0.254645,-0.227590,0.708279,0.617818,11958,968,-2010,417,11962,1349,-32,1541,11958,21,-13,-10,11958,10,-47,0
